0.000059924 192.168.1.11:8080 192.168.1.2:37067 0 0xcd8b26e3 0xcd8b26e3 10 2147483647 14624 26
0.372122111 192.168.1.11:8080 192.168.1.2:37067 0 0xcd8b6cd7 0xcd8b31ab 11 2147483647 22560 26
0.396067688 192.168.1.11:8080 192.168.1.2:37067 0 0xcd8b7dcf 0xcd8b3c38 12 2147483647 28352 27
0.420066409 192.168.1.11:8080 192.168.1.2:37067 0 0xcd8b8ec7 0xcd8b4788 13 2147483647 34144 29
0.440071957 192.168.1.11:8080 192.168.1.2:37067 0 0xcd8b9fbf 0xcd8b5215 14 2147483647 39936 31
0.476067592 192.168.1.11:8080 192.168.1.2:37067 0 0xcd8badab 0xcd8b5ca2 15 2147483647 45728 34
0.500067293 192.168.1.11:8080 192.168.1.2:37067 0 0xcd8bbea3 0xcd8b67f2 16 2147483647 51520 34
0.524068531 192.168.1.11:8080 192.168.1.2:37067 0 0xcd8bcf9b 0xcd8b727f 17 2147483647 57312 34
0.548151970 192.168.1.11:8080 192.168.1.2:37067 0 0xcd8be093 0xcd8b7dcf 18 2147483647 63104 35
0.572278709 192.168.1.11:8080 192.168.1.2:37067 0 0xcd8bf18b 0xcd8b891f 19 2147483647 64096 35
0.596077687 192.168.1.11:8080 192.168.1.2:37067 0 0xcd8bfeb4 0xcd8b946f 20 2147483647 64096 36
0.624078243 192.168.1.11:8080 192.168.1.2:37067 0 0xcd8c0fac 0xcd8b9fbf 21 2147483647 64096 37
0.640271784 192.168.1.11:8080 192.168.1.2:37067 0 0xcd8c20a4 0xcd8bab0f 22 2147483647 64096 38
0.664266038 192.168.1.11:8080 192.168.1.2:37067 0 0xcd8c319c 0xcd8bb353 23 2147483647 64096 40
0.692070480 192.168.1.11:8080 192.168.1.2:37067 0 0xcd8c4294 0xcd8bbea3 24 2147483647 64096 41
0.716072067 192.168.1.11:8080 192.168.1.2:37067 0 0xcd8c538c 0xcd8bc9f3 25 2147483647 64096 42
0.740070580 192.168.1.11:8080 192.168.1.2:37067 0 0xcd8c6484 0xcd8bd543 26 2147483647 64096 43
0.764073140 192.168.1.11:8080 192.168.1.2:37067 0 0xcd8c7027 0xcd8be093 27 2147483647 64096 45
0.788074658 192.168.1.11:8080 192.168.1.2:37067 0 0xcd8c811f 0xcd8bebe3 28 2147483647 64096 46
0.804274554 192.168.1.11:8080 192.168.1.2:37067 0 0xcd8c9217 0xcd8bf733 29 2147483647 64096 47
0.832148700 192.168.1.11:8080 192.168.1.2:37067 0 0xcd8ca30f 0xcd8bfeb4 30 2147483647 64096 49
0.856272018 192.168.1.11:8080 192.168.1.2:37067 0 0xcd8cb407 0xcd8c0a04 31 2147483647 64096 50
0.880272974 192.168.1.11:8080 192.168.1.2:37067 0 0xcd8cc4ff 0xcd8c1554 32 2147483647 64096 52
0.908071413 192.168.1.11:8080 192.168.1.2:37067 0 0xcd8cd5f7 0xcd8c20a4 33 2147483647 64096 53
0.932073346 192.168.1.11:8080 192.168.1.2:37067 0 0xcd8ce6ef 0xcd8c2bf4 34 2147483647 64096 55
0.956073743 192.168.1.11:8080 192.168.1.2:37067 0 0xcd8cf7e7 0xcd8c3744 35 2147483647 64096 57
0.980035032 192.168.1.11:8080 192.168.1.2:37067 0 0xcd8d07ac 0xcd8c4294 36 2147483647 64096 59
1.004121476 192.168.1.11:8080 192.168.1.2:37067 0 0xcd8d18a4 0xcd8c4de4 37 2147483647 64096 61
1.028113841 192.168.1.11:8080 192.168.1.2:37067 0 0xcd8d299c 0xcd8c5934 38 2147483647 64096 63
1.056109372 192.168.1.11:8080 192.168.1.2:37067 0 0xcd8d3a94 0xcd8c6484 39 2147483647 64096 65
1.080109700 192.168.1.11:8080 192.168.1.2:37067 0 0xcd8d5134 0xcd8c7027 40 2147483647 64096 67
1.107987548 192.168.1.11:8080 192.168.1.2:37067 0 0xcd8d622c 0xcd8c7b77 41 2147483647 64096 68
1.131985152 192.168.1.11:8080 192.168.1.2:37067 0 0xcd8d7324 0xcd8c86c7 42 2147483647 67008 71
1.155982754 192.168.1.11:8080 192.168.1.2:37067 0 0xcd8d841c 0xcd8c9217 43 2147483647 72800 72
1.179981757 192.168.1.11:8080 192.168.1.2:37067 0 0xcd8d9514 0xcd8c9d67 44 2147483647 74688 74
1.204058564 192.168.1.11:8080 192.168.1.2:37067 0 0xcd8da60c 0xcd8ca8b7 45 2147483647 74688 77
1.228146822 192.168.1.11:8080 192.168.1.2:37067 0 0xcd8db704 0xcd8cb407 46 2147483647 74688 79
1.252298214 192.168.1.11:8080 192.168.1.2:37067 0 0xcd8dc7fc 0xcd8cbf57 47 2147483647 74688 81
1.276005839 192.168.1.11:8080 192.168.1.2:37067 0 0xcd8dd4b5 0xcd8ccaa7 48 2147483647 74688 83
